docno,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10
76bdf4d207c09c6c15c4b2e16baf04380ca902c6,2,2,,,,,,,,
ae47d53a9d712d655f88362bddfae226c651742a,2,1,2,2,2,,,,,
a5d7882c802823589775eb3f60562c9449eb9746,2,2,,,,,,,,
d88d28bb7f1ba9fbd41d5f3b23b01df106f175ec,1,1,1,1,1,,,,,
043dc46672469f24deb62b260ec0aada834bba1a,2,,,,,,,,,
cde3064711d069802d96aad7c67b2fb2ba7a8a2a,2,2,2,2,,,,,,
d12edf7c5697255078e67936377d01f8c0d8e8ce,2,2,2,,,,,,,
ad5bc0b68485dbdfa95f9df4c433d02d33b6ab7c,2,2,,,,,,,,
f3fdc51f21d64ac6bafc35d1ff5268d4942b8770,2,2,,,,,,,,
437197ae1e6226c5fa99b2cea37e6671e33ac3f5,1,1,,,,,,,,
bc8c416f821b93795370524247c8a455c373ee6e,2,2,,,,,,,,
41d7ec8f07aca0944d6264c92614b2f5238dee81,2,,,,,,,,,
56b82d816a7bac568401c993328d6f1d0aca482f,1,1,1,1,,,,,,
1f50efc8e572397e58a7b3a2021da737225fecc5,2,,,,,,,,,
2a9d98332fb72f286d50820c6a22596a780d27af,2,1,2,1,2,,,,,
b955a43aff8c895ea2c5bee823f04a298794a4cc,2,2,2,2,2,2,2,,,
6a26a047115abf355f8b8c133ed1cf96cd5893cb,2,2,2,,,,,,,
e37ef302fe84e8f1206e31b7d4b5e93bee553030,2,2,2,2,1,1,2,2,,
9ff2beaa54c9f10a23f66870fa28728104358409,2,2,2,2,,,,,,
ddb07a0640c012bde68fa9d99d1594aeaf4809be,2,2,,,,,,,,
67c8bfe7e88f84f62c897cf137edc6985b35c9c6,2,,,,,,,,,
6e6a6ad83f3029d76bd460c6b1916e6c1efaa080,2,2,2,2,2,,,,,
b50f408e541c247f30392d0edb353941706cafe4,2,,,,,,,,,
f2e677c8c8f1fb43bff121ed99baf972a60cb60c,2,2,2,2,,,,,,
d80612dc7c223952c0cf87b586a67cc6a72f6f65,2,2,2,2,2,,,,,
9e730711691b0512a370ca006a40a580d5c9978e,2,2,2,2,2,2,2,2,2,
cf5247f9c14a13361fe815411ae19c350d4c3433,2,2,2,2,2,2,,,,
a2ff68808dfe43a7e223a6e83497612c30437ad8,2,2,2,2,2,2,,,,
8324f5035469dd9928f9250c57ed57e2f7f752d6,2,,,,,,,,,
afa37924754c09517b9fe5ad791e83f1960ff588,2,2,2,,,,,,,
87c0f731c204e2c8f1bb6ef481fd961b4224e430,2,,,,,,,,,
e7867e5d11ba0f1d23da26183280b31b7518ab05,2,2,2,,,,,,,
bc0123c42ac968a54c511207492662c01f4a21c1,2,2,2,,,,,,,
d0c882bcae6531fa13e75bcc5c297b9985f207f7,2,2,,,,,,,,
b6e01cf3d72177ec31a36c09d2f08dfd5ae79fd4,,,,,,,,,,
a013789676fed5935c6a49d8dca45af40689ff79,1,1,1,1,1,1,,,,
79b442dadc03fbd8d2517b8e05111b8c2d8d2a20,2,2,,,,,,,,
efe6485492c4511a639b0bb994c44e82c503edf1,2,2,2,2,2,,,,,
1922e7cc2d1631f46d20ac440940ec6c094c4863,2,2,,,,,,,,
dc11e4b0c0d308e3b36c820149952d8af0b79c93,2,,,,,,,,,
9403802ae221aaa869ceb5c09ce2f4f3d1479522,1,1,,,,,,,,
d2a47067bfb87c11a318e5b1d3495cb98776aafd,2,2,2,2,2,2,2,2,,
28098fb5155a3886f8085ab797a86467003ac9d0,2,,,,,,,,,
72f0f9e9d798414aeb77efa415d1550276e72d07,2,2,2,2,2,2,2,2,,
5a4304a5b0cbe1c972072e8d26ac953058b06094,2,2,,,,,,,,
ff8df0745136fb183ea72b783ff38f8a7ad5ceec,1,1,1,1,1,1,1,1,,
1e3fafdbb8f0b81be4498ee1a806a7bf74aa12d8,2,2,,,,,,,,
ec6449b8d13a38b559ef5a641ebb9b7fee8ac60c,2,2,,,,,,,,
e38a47e6a3e62abf46804dc77b6e1c1deb3eb9e8,2,,,,,,,,,
eadd6edc8a0dc4126b467ad3e45097ed86a456c9,2,2,2,2,2,2,,,,
e9326a6cf498adee70a81c2376868e70e4ae0ae6,2,2,2,2,2,2,2,,,
e86f71ca2948d17b003a5f068db1ecb2b77827f7,2,2,2,2,2,2,,,,
7faee8fc20ae78213467fd0fef79d461d4327fdc,1,,,,,,,,,
209302b33726db59303707186707bd080e68fe59,2,2,2,,,,,,,
e3422bd2f4fdf23e1c9e209b80fb9f64a14d1774,1,1,1,,,,,,,
fd820435070c32a497ede4f58fe8ecfd285f002e,2,2,2,,,,,,,
42f00eb1a800f583058487e69515c82e1d346e71,2,2,2,2,2,2,2,2,,
9db810cbe915e9e5942800f5521c89b5b223edbf,1,1,1,1,1,1,,,,
8aa858af373c6c2461524ed09ffbc27b16ffb058,2,2,2,,,,,,,
9dd7a9aeb3986178b8fe73cdf41d5aaf50e9c9d7,1,,,,,,,,,
9cd72004f983c1b55766685182c4a96116604d59,1,1,1,1,,,,,,
21237fed21499bf55b56be65e0ef7a582dd57cfc,1,1,,,,,,,,
43aea05425a3e3f04b676d3d8be643339507428a,2,2,2,2,2,2,2,2,,
0772e7a5e0ce50ab5e0fb6c662c617b75d728562,2,2,2,2,2,,,,,
dd6777799438ee5f1ee35757d54598b4e584f924,2,2,2,2,,,,,,
819c8e1a1e1d47e505996ffb84612af7749d0a67,2,2,2,2,,,,,,
bbfa39ebb84d40a5e8152546213510bc597dea4d,,,,,,,,,,
ae60dee7770c2ba96c2f4bd9d105cb1503ca343d,2,2,2,,,,,,,
343cb84b40b89a5309c701d40c66515b0308623a,1,1,1,1,1,,,,,
c50a7f1850d1770fe728b8e42200e463ca669896,2,2,2,2,,,,,,
1398288476d0343baf538f123ce5814be3de612a,2,2,,,,,,,,
79ac20db30bb4567d2d75ecc827affaf10031293,2,2,2,2,,,,,,
a3a9ff7aa869a9e91ea507f3e7ec272378f1801d,2,2,,,,,,,,
3f3f679751e4c0f43af2be3243f00d91a607ea16,2,2,,,,,,,,
bf50f94fe5fb51c5c1f79bc988a46d75b7835c64,2,2,2,,,,,,,
1f47bc887b93d0c7904a3ed78cd718fe822479e3,2,2,2,2,,,,,,
695bd9bb89df717227357a4ee8d15843a11f3609,1,2,,,,,,,,
153550ab4a88092f8eac151479e36e053e9e37e9,1,1,2,2,,,,,,
cdf1901567491b6ad5ecde7042895ec06e99e2b2,1,,,,,,,,,
34ae1e95775cfec793441c9f588a68c0020f21e5,2,,,,,,,,,
e7f0317b56288b93ac5d2cd6e5ce0455f5a93831,,,,,,,,,,
bf918af31821ca1bcbfd7842b11ca2b4bdeb4245,2,,,,,,,,,
442aea83a61b6e639a5a0d517f5b3d0e78d0f3e3,2,2,2,,,,,,,
c0dda885efbf20e7b8d6791f00a6c2dbc167a21b,2,2,,,,,,,,
d97792d2784d0543b39707035565db630d9c9d2a,2,,,,,,,,,
177d12064203af1e4bc648928a0f96d64de54030,2,2,2,2,2,2,2,2,2,
52a4903f9a62f5f86a1e60f2eeabdd34d9ef4600,2,2,,,,,,,,
0317a207d80e11a8e520079f84d39fc04ffa4286,1,1,1,1,1,1,1,1,1,1
eb7eae2ebd9250f37dd1c03479f18146f317d716,2,2,2,,,,,,,
f95a2a61f545e731b5637708221d5c360ad272e1,2,2,,,,,,,,
2679ee9a0b1eb361ef60124728d36c4665331fb0,2,1,2,,,,,,,
b7fb64f19cde9f13ccc9c1ac84b07a9510122ab1,1,1,1,1,1,,,,,
0760193829395b1a7a8563c73950fb79797173b6,1,1,1,1,,,,,,
96ba726db59e69b9ead2f51e2e6b950f39335556,2,2,2,2,,,,,,
c89324df01c2800bcb4ea93e8201867579211193,1,1,1,1,1,,,,,
ad10607412e196279bf056d13c8b6fa27fd61f26,2,2,2,2,2,2,,,,
584cd6e71191c08f82c99211db20a12300bace81,2,,,,,,,,,
bac6ed8196e3c293d67e383acc63c78c095ea9b5,2,2,,,,,,,,
d68bcb9225a22ff78b965a6dbc7f83757faab1a3,1,1,,,,,,,,
26fc5c7f809164be905d6b8e66dbc12b9c772dc0,2,2,2,2,,,,,,
cea967b59209c6be22829699f05b8b1ac4dc092d,2,2,2,,,,,,,
94eeb60db852c99373d0709ac5b7e2a2fc3bf83f,2,2,2,2,,,,,,
91b63db746becca15090963a8990dfe2b5103799,,,,,,,,,,
3ccf1130762e5742602ba32a4c3eb48957e276d9,2,,,,,,,,,
7356504a471e3b0cc5e21c0dd4e00aa5f9cdbdf4,2,2,,,,,,,,
96fd2d55257e1ce82855d214ea9641ed9f973b74,2,2,2,2,,,,,,
fe66a40b164943d20531a6c1133db42b7e9100dc,2,2,,,,,,,,
5b8dad0ab30f19ac29e7e5dbaeb4221a071dd856,2,2,,,,,,,,
4f95d386824643bf8e6cb5a54f3a7be0b4e578d3,1,1,1,1,,,,,,
8e956d88a74968ab1e1fc13e842a371e8b716fbb,1,1,1,1,1,1,1,1,1,1
de093ce00b1ba9950bf3542e7a2dbcd456f8c727,2,2,,,,,,,,
7ce4bbaa543b4801a182724edbf2b7f7947554a5,,,,,,,,,,
3ef7e20fdb11cd7748243350dbef67a4a2551871,2,2,2,,,,,,,
b7dcbcf7383fca4555dd2ef9d7f3e8374b9c1b11,,,,,,,,,,
39a0d71730c6af3bc8684c36161f82d362e17544,2,1,1,1,2,,,,,
7e26cfc99686709c470f6d21cac2d74a3a816f8d,2,2,2,2,2,,,,,
48a26a1696292b11fc3fb72abfda5ed1ce7ed47f,2,,,,,,,,,
a992c8fd24587f12d41f48df84b29d847634c0e4,,,,,,,,,,
f09e0a9f0b375e630c273376dd9c5d2c4181fa93,1,1,1,1,1,,,,,
eafb8aa5d895abb4d7d1ab45fbedaef6d1d8a510,2,2,2,2,2,2,2,2,2,2
85cfa6678e7caff026cfff35b8a981d3704119c0,1,,,,,,,,,
4e46d4fac3b0ea1719ecc2ec5305005f34f1bddc,2,,,,,,,,,
a6545e91d4fa5051c81d2ca47458b392ea344aeb,1,1,,,,,,,,
746a90962ed1555cae8d2580124c4445c00b42eb,2,2,,,,,,,,
9546c611d67e486bcb5c2de5e750940ee9debba7,1,1,1,,,,,,,
770e91f0ea16d4318ed7f4fc77081a5b4a51696f,2,,,,,,,,,
100021181dd16cd3c5175a019ce744d7e9c9ce67,2,2,,,,,,,,
1f918dff0d512527aad613afd6d2d2d951247339,2,2,,,,,,,,
c3e9b11e12ede9923cff2a82b671d9c79eb372b8,2,2,2,2,,,,,,
d59fd66c88a5a9bb56581bc1d84c87e38c609644,2,,,,,,,,,
d61031326150ba23f90e6587c13d99188209250e,2,2,,,,,,,,
a5bff5de112707e5c4211cc4753c1887acf67fb7,2,2,2,2,2,,,,,
d0ebb49d2266e34aa5aed57e1183b33ed66a0ce9,2,2,2,2,,,,,,
f060a681224c3f4d4a1dc84c9bae074ce4a1de4b,2,2,,,,,,,,
97dbc321bc5c2e7ffab651b96df14f357f79b6f8,2,2,,,,,,,,
228a802f5902e84b777b7e1cae8617f02a1f7e92,2,1,2,2,1,2,2,2,,
d1eedd66f5d06c3a545dcc72832ce5319924bc71,2,2,2,2,,,,,,
27e0dcd372c11ba9a67c210e85125ce8e7cb7663,1,2,2,,,,,,,
7b87c7ae718541b0f780f515699909b3cda03c8d,2,2,,,,,,,,
55fedc5a9432565fbb1ce32bf59d4c966c3ab10c,1,1,1,1,1,,,,,
59a3276cdb5c4b44218f7f827f707be6c8f7b9b3,2,2,,,,,,,,
bec8281e0d3515156e77142351bc659388ec6657,2,2,2,2,,,,,,
40df12d22be8cb8f21a55cc5684a4bfb83654ffb,2,1,1,,,,,,,
81cc18b51440761e9915f6dc01d0cf8a2a1d62b7,2,2,,,,,,,,
88cff2ae5133739743eb497b0b7031f027eb1ff7,2,2,2,2,2,2,2,2,,
8174681ca84e548c384850a8e50245b85ea7fa82,2,,,,,,,,,
7455f65a1a23cbcb83a527c41dfc030ddaf79e5c,2,2,,,,,,,,
692a1b4effb08cd1882656eda1efa3d308b2efb0,2,2,,,,,,,,
299cb76a0ae972e5335f12900ce42a33856f4ee3,2,,,,,,,,,
beac53b2b59504bdb4af1ff5717e723c9f969c8a,2,2,,,,,,,,
439c0c17e285f6b8918d0dc8b378177c5648108a,2,2,,,,,,,,
28726ecac3fe563562ab303e8f510ca5f0b5e2ab,2,2,2,,,,,,,
47f4058adcd3f30c9c433298078f2ff704b9d886,2,,,,,,,,,
3c0b5ace14d726e29c4e0a35690911e2e4534d5e,2,2,2,,,,,,,
7c1b855a7654232b3e21c4b2ef06eae4313d7a32,2,2,,,,,,,,
6eca2ce8402e439afde044ce22869e7c6af6f98e,2,1,,,,,,,,
31d4cd04a6492186e89a4af98513784729bf9598,2,2,2,,,,,,,
d8c90623516958ace28ea4821c01972533b457a4,2,,,,,,,,,
7b4b15b13b6687d58c8b85b45d745aecc6aa9103,2,2,2,2,,,,,,
248c6140213c65b631cb3847293adf3fe91d1c4d,1,1,,,,,,,,
edf553c7710af8d554a765ea682b183d67c6b8d0,2,2,2,2,,,,,,
d490be04b6c7c9206101ee7aa8b5bd815552f750,2,,,,,,,,,
bf96a0f037e7472e4b6cb1dae192a5fedbbbd88a,2,2,2,,,,,,,
3faf903e590226a9c0f3c9b522bf3e5e99d07b69,2,2,2,2,,,,,,
cd3a4d7f6f12775c4218fe268f9f1c2636e45346,2,2,1,1,1,1,,,,
4fdc075d1cc14d64c11c3c860e86a082b761f4a0,2,,,,,,,,,
8a3b8f4dd0304861ab4d07e8f5befae03207e18e,2,2,,,,,,,,
e7090f75b94ec838f6387245f521c35a7002dd00,2,2,2,2,2,2,2,,,
f66d123c088e0075e6529fa6a7a07f225ee90736,2,2,2,,,,,,,
bfe284e4338e62f0a61bb33398353efd687f206f,2,2,2,2,2,2,,,,
398a34b83ac2c82f35245d75621149f275b33cfd,2,2,,,,,,,,
0805e0f4d5e3fc3313153cc47f59d522c017f867,2,,,,,,,,,
d94b3aae100a244b6fab8c8405166e88f5e56092,2,2,2,2,,,,,,
c3e51cc7514d1d6e2416ff00564e87914c5588ee,1,1,1,,,,,,,
55b435376e2e2ebd5b0752d819732dbd4149aed9,2,2,2,2,,,,,,
e0fe227ff7a3822f5c0bd41cc566f1a472cc22f2,2,,,,,,,,,
011da31e2c0d8d111c59aef3bc6c3fc03b5a24b2,1,1,1,1,2,,,,,
2f26c56763e8642faa08fde4ea6fafb610d1d1cf,2,2,2,2,2,2,2,2,,
4106cc16aac157c0c60747ea9641fee7e819e4c4,1,,,,,,,,,
209575bae1041c8be7a2c3f3ff38ab19065d277d,2,2,2,2,,,,,,
98e9db3f5d1c616805da25673498a910974969e7,2,,,,,,,,,
ed1d704865e942b31d533f8298a449f32dcdf690,2,2,2,2,2,2,,,,
1929f3fdcc462a42ad85be9dd7c21cedf005104a,2,2,2,2,2,2,2,2,2,2
59d11db4315e4196dc6eaa636c5ecaf8efda428c,1,1,1,,,,,,,
86f6c88e884ed36eeb624d017434ee9ea21e6d26,2,2,2,2,,,,,,
818b92bfad6e11d849bae552be60111579d91e91,2,,,,,,,,,
077b7f63a03767416f8875ef21e50faf27455b10,2,,,,,,,,,
e5f2589e424ddee4cd4bb5bfb441c2e1f028481d,2,2,2,2,2,,,,,
11053d506f5ba5afc7fe00a9255da09630232ee4,1,2,2,,,,,,,
678b758cb1a057fd38d8e6808535f64686bfca71,2,2,2,,,,,,,
07f688ef683d4fb2e40d67d4bcf10f5fa35db726,2,2,,,,,,,,
0c6ee9275a9630e2ff82fdc887cd3dadceae4c1c,2,2,2,,,,,,,
e09aaa80f69a9ed458dc6bdf59257d40498c5289,2,2,2,2,2,2,2,2,2,
1386739bddde81708bd99faa84b7ce16af721cab,2,2,2,2,,,,,,
9fdcb28895ef591c713ed5d548cc76a5af4fe512,2,2,,,,,,,,
54367ec0ab7be220103bf8a57a52f954ed31d626,2,2,2,2,2,2,,,,
6bb1c473507ac38923b42b2c7d4ba765327ee88a,2,2,,,,,,,,
db12486a74e9062d7c0cd042750f3e478cd77fed,,,,,,,,,,
674da1e402a2d13331d6a08d95cac96724f93c34,1,,,,,,,,,
a77bf2fada43c7fc04d738554b59e3c1a83f8900,2,2,,,,,,,,
3f7540ee7ed8fbde7d0af44542f30718e23e7100,2,2,2,,,,,,,
b2b0e106acf1f6bc78daf427183c5b9efd66a164,2,2,,,,,,,,
0b99f3e1c16e086ec4cae32df4978b5382a97618,2,2,,,,,,,,
9b6421650c7d2c083b049033f8398bd3b595f0cb,2,,,,,,,,,
722673ff6540b7379d3b96a4057f66da89cda84f,2,2,,,,,,,,
3e056e2518f1c5d2bda4daeb020580a896eaa3e7,1,1,1,1,1,1,1,1,1,1
4a652f3b7b4b1e7bdd9f3806675dd75c440daa06,1,1,2,,,,,,,
d4ef6c0c180adce32bfb34d2860913c505c5a8f3,2,,,,,,,,,
9093f512220a94ec6bbe705034898a2556729fa4,2,2,2,2,2,,,,,
ebaa59bbf5ae8d13abad19b1f8efd85f1ccd1f3b,1,1,1,,,,,,,
2c02c07aa524d4253e8589c94c9d6fa5a344d3da,2,2,2,2,2,2,2,2,,
7a0e5002fbf02965b30c50540eabcaf6e2117e10,2,2,,,,,,,,
5a5363869e1c724b58c9759c6da5e843b9910f36,2,,,,,,,,,
d65d315fb12b71a06662498b3b92033763fee23c,1,2,1,2,2,,,,,
22f12e4e01dfd74becfe394db73adb2dc28531c5,2,2,2,2,,,,,,
9f91b9b14d44a72802589b1cd2ebfaf6f24f5c7d,2,2,2,2,,,,,,
8f23c219233fb67eedb1e4333c8458edb1c5cd68,2,2,,,,,,,,
cd24e4d061640a88b0605f74bf56d9c4c5079546,1,2,1,,,,,,,
cad8f267d614cd120fefb5c12c23011cc159f066,1,1,1,1,1,,,,,
4007a8c352aad3f789906f2ab9704f129eb39db1,2,2,2,2,,,,,,
27ccb1193d3de8592a43a1d23665678f805e34a6,2,2,2,2,,,,,,
c48e806c890805d2ed17603812505a7d6e2ed774,2,,,,,,,,,
7fb6085d7da22250510e487f7b7a1d374702fd7f,2,1,2,,,,,,,
32c6c68966b8e23027b0fd0f7560cf49d4071ca3,1,1,1,1,1,,,,,
ea3341ba7231cb9d00cafe5b80dbd4d272121660,2,2,,,,,,,,
46b4407499a3d1b1c990a7aadc7147f6cde88dae,2,2,,,,,,,,
14f9a3d5d837a18431a76888543fc8450f9194b3,2,2,2,2,2,2,2,,,
e4a0be2bfd9b02c3b13f3e6af12961a8c8a693d3,2,2,,,,,,,,
5053e086955182440b2c3e6bd21a29240b1565ed,2,2,,,,,,,,
e15cf50aa89fee8535703b9f9512fca5bfc43327,2,2,2,2,2,2,2,2,2,
96158b64bf66a69b35cf27f54018d7a37faebd44,1,1,,,,,,,,
9c1f0056fd672a800d16086c8d4d0d61f003cb00,2,2,,,,,,,,
4e1146ce4cc349afeef039f87b9703ba22a1becb,2,2,,,,,,,,
a7d481711220dee61009bec75270c37c1dd4454b,2,2,2,2,2,,,,,
46514325524c3841be258f71893cc69f4d917596,2,2,,,,,,,,
f0213ab10de706ad282a80edf1168147272a65d2,1,1,2,1,1,,,,,
b5ea1a8f853c9105a449d879d25dd5ef1b7d10fe,2,,,,,,,,,
ea1aa04acba92071f6f9dc579642b46a8075bf47,,,,,,,,,,
d0be39ee052d246ae99c082a565aba25b811be2d,2,2,2,,,,,,,
22b8733be3e6c170253782a54c99b7a1efcb701f,2,2,2,,,,,,,
a768857977923d0d2387846d9d55943ac5c6fbdd,2,2,,,,,,,,
1db942bdb87978633474732242e0493e777ea82c,1,1,1,1,1,,,,,
e1472a03bd69bc45f53bcbb428e368a9c2fd2eeb,2,2,2,2,,,,,,
e9f5f512b27b06815989d384e1c68820ba9bde32,,,,,,,,,,
74a71077a019ad3f9eabddf7b8f2a277cdfd7f23,2,2,,,,,,,,
7745296befdc006e3a117b0493fbd51ed37ba336,1,1,1,,,,,,,
a437a99e1f289cc886e5c3f15901a42b4ab551d8,2,,,,,,,,,
7acf127ec8450ef834c81cd06fa8d27b20b4a377,2,2,,,,,,,,
757365a9208c7963e9ab1bfa04c8ca781f196dd2,1,1,1,,,,,,,
8b340c204fecaca64829380495124994603169d0,1,1,1,,,,,,,
14f372633af35a1537345a3bf42b5ca01175cc11,2,2,,,,,,,,
34080e954e99b1c8795336a6ff13330a1f1367ab,,,,,,,,,,
59bc3257f67c09baf51442b3a92ab0076e281891,1,,,,,,,,,
24c3a601eb80c247c1319152a0e3884c5e1bf157,2,1,1,,,,,,,
4c775488cbb7557b1e20d43d3fb7c6c286eeb7d2,2,2,2,,,,,,,
b638d404a28a56d5553e84bea7450712f5cf00ba,1,1,1,,,,,,,
6f0e32d8f4aaf0fffe0e42fcc070a32adbd6e6e9,2,,,,,,,,,
431b0dc04b75762d051add233ce018b11e6d1a2b,1,2,2,,,,,,,
cb567af6173f72704e33cd3d7f6077187039c509,2,2,,,,,,,,
25e5f01d3d4b05a01beaacf33c2c30628f0679ca,2,2,2,2,,,,,,
3e6ba9926b1de169cbd6df112648db901ffa3a9f,2,2,2,2,2,2,2,2,,
0136ae2eaeaf40028aacc0fa445eef9ba2188683,2,2,2,2,,,,,,
1a854bfceb615249fd9c75f3f4491b0554e59c16,2,2,,,,,,,,
cbd0e4517d81182aa07830e93cd8ecc05cf2ff81,2,2,2,2,,,,,,
d6ab2352950ea83f05d34389edd5f9edf9ddcb3b,1,1,1,,,,,,,
ba2ce5ca884c2387c2ddc89563aa04b2d1072bd7,2,2,2,,,,,,,
194afdf27aa4bdc428b10e93dea95c46b32e93e7,2,2,2,2,2,2,2,,,
3b756a7fe18094f1fd6041c5be59acc2c17a8fb0,2,2,,,,,,,,
c6f3533896d7c69cc466a85ef5e51f398a7b6103,2,,,,,,,,,
50004c086ffd6a201a4b782281aaa930fbfe6ecf,2,2,2,,,,,,,
49b1c40ac725bd631b0a1224696ce5cde99a1327,1,1,,,,,,,,
bdf067f0dfc22097a910c4bd4539bf2de070c447,2,2,,,,,,,,
c75c88c00c18290a19be68fac97c8432745e8ed8,2,,,,,,,,,
fffc42bfae388f857021fe3539ea4142ca74ac8b,,,,,,,,,,
847796150bcf52e71e8e5dea7c6eff83058189f5,2,1,2,2,2,1,,,,
354d7aa52ca3263ce321c62b83780db2d92fd594,2,2,,,,,,,,
8349795bdda165b75f66832259ddf8e4966fffe7,2,2,,,,,,,,
1d34b360c4163d55cee80e1d6d7bcc2f6e49eece,2,2,2,,,,,,,
dba60de61e2004fbf703e140ecfa4feaa33f405f,2,,,,,,,,,
31d3e7e0b9260d314c954d93692329e24bb26c09,,,,,,,,,,
91badb41dabff195b995823350c9931a9d7fbd24,2,2,2,,,,,,,
77d4d54ead5d2855a96a29d608d4fa5c775a5f31,2,2,,,,,,,,
0fc939f44502a22aaad4d0b60118a1a7b7f3e941,2,2,,,,,,,,
9790ac992462c7791279ef8869ae20754dda6d40,2,2,2,2,,,,,,
35aee9bc81992ac4f92f6f9ef453e436b3b66b5f,2,1,2,2,1,1,1,,,
87bbedf0efbf010515ed54086bdf31c7cb33e4a3,2,,,,,,,,,
09f86a3ff4419386209086f1285d369661fab9b7,2,2,,,,,,,,
0a897f8ba82b315833c850da325ae3554e9c6997,2,2,2,2,2,2,2,2,,
f5efee802518ca5e490668dffffa08d2614b0c4d,1,1,1,1,1,1,1,,,
66c553c2b07c0ffeaf870d043705928fef176cc5,1,1,1,1,2,,,,,
6d0d63d0858bc478554893cc1a219457fc5ce348,2,2,,,,,,,,
5a78e6b4b3583de3859ac4510d0e4b3996b9c0d5,2,2,2,2,2,,,,,
476f30d8ed96778b9de0d426d86e4133a9d0c3fc,2,2,,,,,,,,
7ece655790c3ed24401526053a04ec553448b1c1,2,2,,,,,,,,
880c714c4c0aa37664e49561f796a82c7bb16474,2,2,,,,,,,,
8552ffe1f5f7373febfdde2b3d8483be8697267e,2,,,,,,,,,
98b505224e8f4d72e211daf6e3e537383ee3b7d6,,,,,,,,,,
710c57b7acf4abb74737334c03b1896f70b2b7c2,2,2,,,,,,,,
ecb5336bf7b54a62109f325e7152bb74c4c7f527,1,1,1,,,,,,,
9e2f994c2d0f7fda0ca2cd8f64b436d13ba769ef,,,,,,,,,,
f27848c39e14238e9104b926441c5fc79b84cb4f,2,2,2,,,,,,,
b70577e70a315b5703b24ad864c2f36a29cd3fd7,2,2,,,,,,,,
cf4a3db7d2db413231ea957a89c2f6a47720e09a,2,,,,,,,,,
6ad08aa7b416de6dadb8a3ba8eae57e17e112c71,2,2,2,2,2,2,2,2,,
e87c3be7aaa1c7ce91f94fda0815339ac02af787,2,2,,,,,,,,
1803633ba4c362c0575a1442240e62772adfc625,1,,,,,,,,,
53a828e76d6c4da2ca6ee89eef85c70b967fa593,2,2,,,,,,,,
0ec880bcdf1f3285d9fa90ec5dd0dbe72ca6ee1d,2,,,,,,,,,
eb74784bca1df891f322b63e24b2e5519a212cea,2,,,,,,,,,
d09bec5af4eef5038e48b26b6c14098f95997114,2,2,2,2,2,2,2,2,,
e0ba1c6f4f0e664bed5fd2a281265043cdd803ba,2,,,,,,,,,
447d8893652c9e7107dcc9e49700377afc3d366c,2,2,2,2,2,2,2,,,
59dcae438827719bc21876aa77af7f97c4beafbc,2,2,2,2,,,,,,
0af0746a2fe6f6f5ab0b9bcc52f89bf36e5ca8b1,1,1,1,1,1,1,,,,
cc1e864c07668994d67efe8ce5723df3193cc8b5,2,2,2,2,,,,,,
2cdb363f0da296b25f96f1bc92afdd2e5de06360,2,2,,,,,,,,
41664de97d5ce4858dce86d309b5f6c1426c0075,2,2,2,2,2,,,,,
308fff809dc167e1439aefad8f232702f94a4e82,2,2,1,2,1,,,,,
dc04f5c7fa369afd42dc590a436b8801113c5e74,2,2,2,,,,,,,
4e3f8c9952a7c7793330f3aee3e794e6ca08597f,1,1,1,1,1,1,,,,
e4d1b878ad0df0016546e403fb4237590cc9951a,2,2,,,,,,,,
d774b8b767eb53873e0dd0ea4bfaa7744fabcb31,1,1,1,,,,,,,
c97e2b154d77fdd69d05aeddfe08a3d753cfdaab,2,2,,,,,,,,
2bf66e4efc11c9f3b4065aa9959ed97754c11a22,2,2,2,2,2,2,2,,,
fdd13b3d51c85c57ad2564c9555e71cd64da2a26,2,2,,,,,,,,
db355d4564cfe8fd4f55262c7cdbaec96ec60a8e,2,,,,,,,,,
21480e4c34367362a0bd51f48165503d21665da5,,,,,,,,,,
93501e15e2d3c75a91725632bc6b518d10bc25fe,2,,,,,,,,,
148856a550ed54fe7ca834bf1788d636b6018b4c,2,,,,,,,,,
a6990f79b654b93731809611895fb5a02e9838b0,1,,,,,,,,,
c55f5bc862517ef51fe046a0e77b49e97fd4dcd8,2,2,,,,,,,,
2878e1da0847e194e3ea5e20588a239788250da3,2,,,,,,,,,
668f3d43acd2ade93daa05223960befcbf96ad6d,2,2,2,,,,,,,
38ff1c61916e9ca6a890b0ffac6e7b1d773fcd1e,1,1,1,2,,,,,,
d95c751bd3e88b9c3c250149fdc3cadc2c361145,1,1,1,1,1,1,,,,
43b854bb89f212e2d69a4b64ef0c28ff4d09f666,2,2,2,,,,,,,
77e415fd782b5923fce645517a98daf6785f832d,2,2,2,2,2,2,,,,
9e9a428df2aa34d03614b3caaf56cfd15645da94,2,,,,,,,,,
e5518b010208803422245fc8ebeeb22ff0fc2c27,,,,,,,,,,
9e218bf9c0ba3a031dab2c112bb0ff122d800be6,2,,,,,,,,,
90b33d71a60a05fbcedb1757d4ee40b7dc5f30ca,2,2,,,,,,,,
b6c019b722f9642a4044ee1ceb6379415a6403b4,2,2,2,2,,,,,,
8e46ff6c5fa533ea3e0e4faf1bba7387a13dbb0e,2,,,,,,,,,
b641ea7978dc6f08df9f25e52c465b2fba184263,2,2,2,2,,,,,,
b59004dc46558189fa4d846029ccb1ce3f079484,1,1,1,1,,,,,,
